,station_id,utc_time,temperature,pressure,humidity,wind_speed,wind_direction,weather
203,beijing_meo,2018-02-09 03:00:00,2.1,1016.2,18,9.6,351,0
204,beijing_meo,2018-02-09 04:00:00,2.6,1016.7,13,10.0,358,0
205,beijing_meo,2018-02-09 05:00:00,2.9,1017.0,9,5.5,327,0
206,beijing_meo,2018-02-09 06:00:00,3.1,1017.2,9,5.1,336,0
207,beijing_meo,2018-02-09 07:00:00,3.6,1017.3,8,4.8,318,0
208,beijing_meo,2018-02-09 08:00:00,3.0,1018.3,6,7.4,352,0
209,beijing_meo,2018-02-09 09:00:00,1.7,1019.3,7,6.6,343,0
210,beijing_meo,2018-02-09 10:00:00,0.2,1021.1,8,7.9,334,0
211,beijing_meo,2018-02-09 11:00:00,-1.0,1022.9,10,6.1,331,0
212,beijing_meo,2018-02-09 12:00:00,-2.0,1025.4,12,5.0,339,0
213,beijing_meo,2018-02-09 13:00:00,-2.8,1025.8,13,4.9,325,0
214,beijing_meo,2018-02-09 14:00:00,-3.5,1026.1,15,2.3,350,0
215,beijing_meo,2018-02-09 15:00:00,-4.3,1026.5,16,2.8,11,0
216,beijing_meo,2018-02-09 16:00:00,-4.7,1026.8,17,2.4,10,0
217,beijing_meo,2018-02-09 17:00:00,-5.4,1027.3,18,1.8,5,0
218,beijing_meo,2018-02-09 18:00:00,-8.0,1027.1,22,0.0,999017,0
219,beijing_meo,2018-02-09 19:00:00,-9.6,1026.8,26,0.3,200,0
220,beijing_meo,2018-02-09 20:00:00,-10.2,1026.1,29,0.8,44,0
221,beijing_meo,2018-02-09 21:00:00,-8.6,1025.9,26,1.2,25,0
222,beijing_meo,2018-02-09 22:00:00,-6.2,1025.8,20,1.2,345,0
223,beijing_meo,2018-02-09 23:00:00,-8.3,1026.4,26,2.0,235,0
224,beijing_meo,2018-02-10 00:00:00,-7.5,1027.7,24,2.5,273,0
225,beijing_meo,2018-02-10 01:00:00,-5.2,1028.0,20,2.7,259,0
226,beijing_meo,2018-02-10 02:00:00,-3.1,1027.7,17,4.9,328,0
227,beijing_meo,2018-02-10 03:00:00,-3.0,1027.5,16,6.2,333,0
228,beijing_meo,2018-02-10 04:00:00,-2.6,1026.2,14,5.8,346,0
229,beijing_meo,2018-02-10 05:00:00,-2.6,1025.1,12,8.0,349,0
230,beijing_meo,2018-02-10 06:00:00,-1.8,1024.1,11,6.7,336,0
231,beijing_meo,2018-02-10 07:00:00,-1.6,1024.2,11,4.9,332,0
232,beijing_meo,2018-02-10 08:00:00,-1.4,1024.2,10,5.1,330,0
233,beijing_meo,2018-02-10 09:00:00,-2.0,1024.1,12,3.8,334,0
234,beijing_meo,2018-02-10 10:00:00,-2.6,1024.4,13,3.6,305,0
235,beijing_meo,2018-02-10 11:00:00,-3.1,1024.9,15,1.7,331,0
236,beijing_meo,2018-02-10 12:00:00,-3.6,1024.9,15,2.4,295,0
237,beijing_meo,2018-02-10 13:00:00,-4.5,1024.8,18,1.0,291,0
238,beijing_meo,2018-02-10 14:00:00,-5.1,1024.6,20,1.3,332,0
239,beijing_meo,2018-02-10 15:00:00,-6.1,1024.5,22,2.0,300,0
240,beijing_meo,2018-02-10 16:00:00,-3.4,1024.4,18,2.9,338,0
241,beijing_meo,2018-02-10 17:00:00,-3.6,1023.9,23,3.4,340,0
242,beijing_meo,2018-02-10 18:00:00,-4.0,1023.5,24,5.4,340,0
243,beijing_meo,2018-02-10 19:00:00,-4.6,1023.1,26,1.6,336,0
244,beijing_meo,2018-02-10 20:00:00,-4.7,1022.7,23,2.1,344,0
245,beijing_meo,2018-02-10 21:00:00,-5.2,1022.3,22,3.0,315,0
246,beijing_meo,2018-02-10 22:00:00,-4.7,1022.5,19,6.2,306,0
247,beijing_meo,2018-02-10 23:00:00,-5.3,1023.0,20,7.2,319,0
248,beijing_meo,2018-02-11 00:00:00,-5.4,1023.6,18,4.3,334,0
249,beijing_meo,2018-02-11 01:00:00,-5.1,1024.3,18,7.9,339,0
250,beijing_meo,2018-02-11 02:00:00,-5.0,1024.6,16,6.3,347,0
251,beijing_meo,2018-02-11 03:00:00,-4.8,1024.8,15,6.6,329,0
252,beijing_meo,2018-02-11 04:00:00,-4.1,1024.3,15,6.6,10,0
253,beijing_meo,2018-02-11 05:00:00,-3.3,1023.6,14,5.4,310,0
254,beijing_meo,2018-02-11 06:00:00,-2.6,1023.1,13,6.5,316,0
255,beijing_meo,2018-02-11 07:00:00,-2.3,1022.9,13,6.1,322,0
256,beijing_meo,2018-02-11 08:00:00,-1.8,1022.5,13,5.7,320,0
257,beijing_meo,2018-02-11 09:00:00,-1.7,1022.5,13,5.8,324,0
258,beijing_meo,2018-02-11 10:00:00,-2.2,1022.8,14,3.2,302,0
259,beijing_meo,2018-02-11 11:00:00,-2.2,1023.3,15,3.1,302,0
260,beijing_meo,2018-02-11 12:00:00,-2.2,1023.6,16,1.8,299,0
261,beijing_meo,2018-02-11 13:00:00,-2.2,1023.8,17,2.3,338,0
262,beijing_meo,2018-02-11 14:00:00,-2.1,1024.2,17,2.4,289,0
263,beijing_meo,2018-02-11 15:00:00,-1.8,1023.7,16,4.8,331,0
264,beijing_meo,2018-02-11 16:00:00,-2.2,1023.3,17,3.6,286,0
265,beijing_meo,2018-02-11 17:00:00,-2.4,1022.7,18,1.9,318,0
266,beijing_meo,2018-02-11 18:00:00,-2.4,1022.4,19,3.3,311,0
267,beijing_meo,2018-02-11 19:00:00,-4.3,1021.9,21,2.1,215,0
268,beijing_meo,2018-02-11 20:00:00,-5.9,1021.3,22,1.1,85,0
269,beijing_meo,2018-02-11 21:00:00,-2.2,1021.0,20,2.9,290,0
270,beijing_meo,2018-02-11 22:00:00,-2.5,1020.9,21,2.5,330,0
271,beijing_meo,2018-02-11 23:00:00,-2.2,1021.3,20,3.1,343,0
272,beijing_meo,2018-02-12 00:00:00,-2.6,1021.9,22,2.7,297,0
273,beijing_meo,2018-02-12 01:00:00,-0.4,1021.8,17,4.2,295,0
274,beijing_meo,2018-02-12 02:00:00,0.7,1021.6,16,7.0,304,0
275,beijing_meo,2018-02-12 03:00:00,1.8,1021.3,16,4.7,331,0
276,beijing_meo,2018-02-12 04:00:00,2.8,1020.3,15,6.1,320,0
277,beijing_meo,2018-02-12 05:00:00,4.1,1019.2,14,4.5,333,0
278,beijing_meo,2018-02-12 06:00:00,4.6,1018.3,13,3.7,278,0
279,beijing_meo,2018-02-12 07:00:00,5.0,1017.9,12,4.0,240,0
280,beijing_meo,2018-02-12 08:00:00,5.1,1017.4,12,4.2,246,0
281,beijing_meo,2018-02-12 09:00:00,4.8,1016.8,12,3.1,215,0
282,beijing_meo,2018-02-12 10:00:00,3.6,1016.7,14,3.6,223,0
283,beijing_meo,2018-02-12 11:00:00,3.0,1016.6,14,3.2,229,0
284,beijing_meo,2018-02-12 12:00:00,2.1,1016.5,15,2.4,241,0
285,beijing_meo,2018-02-12 13:00:00,1.7,1016.1,16,2.4,256,0
286,beijing_meo,2018-02-12 14:00:00,0.4,1015.9,17,1.4,176,0
287,beijing_meo,2018-02-12 15:00:00,0.0,1015.2,18,2.0,240,0
288,beijing_meo,2018-02-12 16:00:00,-1.6,1014.9,21,0.3,203,0
289,beijing_meo,2018-02-12 17:00:00,-2.8,1014.5,24,0.7,218,0
290,beijing_meo,2018-02-12 18:00:00,-4.7,1014.3,29,0.6,135,0
291,beijing_meo,2018-02-12 19:00:00,-5.4,1013.9,32,0.4,110,0
292,beijing_meo,2018-02-12 20:00:00,-5.7,1013.6,34,1.0,38,9
293,beijing_meo,2018-02-12 21:00:00,-5.0,1013.1,34,1.2,101,0
294,beijing_meo,2018-02-12 22:00:00,-5.1,1012.9,35,1.6,47,0
295,beijing_meo,2018-02-12 23:00:00,-5.7,1012.3,37,2.1,75,0
296,beijing_meo,2018-02-13 00:00:00,-4.7,1012.6,34,1.6,96,0
297,beijing_meo,2018-02-13 01:00:00,-2.2,1011.9,28,2.2,63,0
298,beijing_meo,2018-02-13 02:00:00,0.3,1011.7,22,1.0,351,0
299,beijing_meo,2018-02-13 03:00:00,2.2,1010.5,19,1.9,75,9
300,beijing_meo,2018-02-13 04:00:00,4.3,1009.3,16,1.4,226,9
301,beijing_meo,2018-02-13 05:00:00,6.1,1007.9,14,1.1,235,9
302,beijing_meo,2018-02-13 06:00:00,6.3,1005.9,14,1.9,56,9
303,beijing_meo,2018-02-13 07:00:00,8.4,1005.1,12,1.5,145,0
304,beijing_meo,2018-02-13 08:00:00,9.2,1004.4,11,1.4,221,0
305,beijing_meo,2018-02-13 09:00:00,8.2,1004.4,11,1.4,199,0
306,beijing_meo,2018-02-13 10:00:00,4.4,1004.9,17,1.0,349,0
307,beijing_meo,2018-02-13 11:00:00,1.1,1005.5,21,0.6,141,9
308,beijing_meo,2018-02-13 12:00:00,0.2,1005.6,24,1.1,66,9
309,beijing_meo,2018-02-13 13:00:00,-1.4,1006.6,29,1.2,4,9
310,beijing_meo,2018-02-13 14:00:00,-2.4,1007.0,32,0.2,999017,9
311,beijing_meo,2018-02-13 15:00:00,-2.3,1007.5,33,1.2,351,9
312,beijing_meo,2018-02-13 16:00:00,-1.3,1008.6,33,1.3,88,9
313,beijing_meo,2018-02-13 17:00:00,-0.3,1009.0,30,2.0,81,0
314,beijing_meo,2018-02-13 18:00:00,2.8,1009.7,22,1.9,57,0
315,beijing_meo,2018-02-13 19:00:00,6.1,1010.3,16,4.6,357,0
316,beijing_meo,2018-02-13 20:00:00,3.4,1011.4,20,3.3,43,0
317,beijing_meo,2018-02-13 21:00:00,3.5,1012.5,19,6.2,12,0
318,beijing_meo,2018-02-13 22:00:00,2.5,1014.4,18,3.9,25,0
319,beijing_meo,2018-02-13 23:00:00,1.9,1015.6,21,2.5,27,0
320,beijing_meo,2018-02-14 00:00:00,1.9,1017.7,19,2.5,33,0
321,beijing_meo,2018-02-14 01:00:00,2.6,1019.0,18,2.9,27,0
322,beijing_meo,2018-02-14 02:00:00,3.0,1019.4,18,3.7,44,0
323,beijing_meo,2018-02-14 03:00:00,3.3,1019.5,18,4.3,49,0
324,beijing_meo,2018-02-14 04:00:00,3.4,1019.1,19,3.6,14,0
325,beijing_meo,2018-02-14 05:00:00,3.9,1018.3,19,3.7,5,0
326,beijing_meo,2018-02-14 06:00:00,4.2,1017.7,18,2.6,58,0
327,beijing_meo,2018-02-14 07:00:00,4.4,1017.7,17,2.5,64,0
328,beijing_meo,2018-02-14 08:00:00,4.7,1017.6,17,3.7,103,0
329,beijing_meo,2018-02-14 09:00:00,3.7,1018.1,18,3.2,77,0
330,beijing_meo,2018-02-14 10:00:00,2.4,1019.2,20,1.0,84,0
331,beijing_meo,2018-02-14 11:00:00,0.2,1020.2,24,0.8,174,0
332,beijing_meo,2018-02-14 12:00:00,-1.3,1021.3,28,1.0,166,0
