,Unnamed: 0,station_id,utc_time,temperature,pressure,humidity,wind_speed,wind_direction,weather
159,159,beijing_meo,2018-02-07 07:00:00,0.9,1023.4,16.0,4.5,321.0,0.0
160,160,beijing_meo,2018-02-07 08:00:00,0.7,1023.4,16.0,6.1,318.0,0.0
161,161,beijing_meo,2018-02-07 09:00:00,0.4,1023.7,17.0,4.3,323.0,0.0
162,162,beijing_meo,2018-02-07 10:00:00,-0.3,1023.9,18.0,2.3,331.0,0.0
163,163,beijing_meo,2018-02-07 11:00:00,-0.6,1024.4,18.0,2.8,336.0,0.0
164,164,beijing_meo,2018-02-07 12:00:00,-1.4,1024.7,18.0,3.2,359.0,0.0
165,165,beijing_meo,2018-02-07 13:00:00,-2.2,1025.0,18.0,2.9,10.0,0.0
166,166,beijing_meo,2018-02-07 14:00:00,-3.5,1025.0,21.0,1.0,28.0,0.0
167,167,beijing_meo,2018-02-07 15:00:00,-4.7,1024.1,22.0,1.8,41.0,0.0
168,168,beijing_meo,2018-02-07 16:00:00,-5.7,1023.8,27.0,1.6,65.0,0.0
169,169,beijing_meo,2018-02-07 17:00:00,-7.2,1023.3,31.0,0.7,93.0,0.0
170,170,beijing_meo,2018-02-07 18:00:00,-9.0,1023.2,36.0,0.9,106.0,0.0
171,171,beijing_meo,2018-02-07 19:00:00,-9.5,1022.2,36.0,1.4,235.0,0.0
172,172,beijing_meo,2018-02-07 20:00:00,-8.9,1021.4,36.0,1.2,209.0,0.0
173,173,beijing_meo,2018-02-07 21:00:00,-10.5,1020.4,42.0,0.0,999017.0,0.0
174,174,beijing_meo,2018-02-07 22:00:00,-9.9,1019.8,42.0,0.9,42.0,0.0
175,175,beijing_meo,2018-02-07 23:00:00,-10.9,1019.4,54.0,1.3,47.0,0.0
176,176,beijing_meo,2018-02-08 00:00:00,-10.0,1019.9,64.0,1.7,55.0,9.0
177,177,beijing_meo,2018-02-08 01:00:00,-7.1,1019.7,58.0,1.7,86.0,9.0
178,178,beijing_meo,2018-02-08 02:00:00,-5.7,1019.6,50.0,0.6,358.0,9.0
179,179,beijing_meo,2018-02-08 03:00:00,-2.8,1018.5,25.0,2.0,188.0,9.0
180,180,beijing_meo,2018-02-08 04:00:00,0.1,1016.9,18.0,4.7,223.0,0.0
181,181,beijing_meo,2018-02-08 05:00:00,0.5,1015.6,17.0,4.8,236.0,0.0
182,182,beijing_meo,2018-02-08 06:00:00,0.7,1014.0,16.0,5.3,205.0,0.0
183,183,beijing_meo,2018-02-08 07:00:00,1.3,1013.4,17.0,2.1,229.0,0.0
184,184,beijing_meo,2018-02-08 08:00:00,1.3,1012.8,16.0,2.0,240.0,0.0
185,185,beijing_meo,2018-02-08 09:00:00,1.1,1012.8,17.0,1.1,221.0,0.0
186,186,beijing_meo,2018-02-08 10:00:00,0.4,1013.0,18.0,0.9,223.0,0.0
187,187,beijing_meo,2018-02-08 11:00:00,0.0,1013.0,20.0,1.0,125.0,0.0
188,188,beijing_meo,2018-02-08 12:00:00,-2.5,1013.0,26.0,0.7,119.0,0.0
189,189,beijing_meo,2018-02-08 13:00:00,-3.6,1012.7,30.0,1.0,97.0,0.0
190,190,beijing_meo,2018-02-08 14:00:00,-5.1,1012.7,36.0,0.6,59.0,0.0
191,191,beijing_meo,2018-02-08 15:00:00,-3.9,1012.9,31.0,2.0,61.0,0.0
192,192,beijing_meo,2018-02-08 16:00:00,-4.3,1012.5,35.0,2.1,33.0,9.0
193,193,beijing_meo,2018-02-08 17:00:00,-5.4,1012.7,47.0,1.3,53.0,9.0
194,194,beijing_meo,2018-02-08 18:00:00,-6.1,1012.4,53.0,1.5,61.0,0.0
195,195,beijing_meo,2018-02-08 19:00:00,-6.5,1012.6,56.0,1.8,82.0,9.0
196,196,beijing_meo,2018-02-08 20:00:00,-7.1,1012.6,60.0,1.3,38.0,9.0
197,197,beijing_meo,2018-02-08 21:00:00,-7.2,1012.2,62.0,1.7,80.0,9.0
198,198,beijing_meo,2018-02-08 22:00:00,-6.8,1012.9,59.0,1.1,97.0,9.0
199,199,beijing_meo,2018-02-08 23:00:00,-6.2,1013.4,55.0,1.0,81.0,9.0
200,200,beijing_meo,2018-02-09 00:00:00,-5.3,1014.3,54.0,1.6,68.0,9.0
201,201,beijing_meo,2018-02-09 01:00:00,-1.6,1015.3,33.0,0.8,215.0,0.0
202,202,beijing_meo,2018-02-09 02:00:00,2.5,1015.1,20.0,5.7,340.0,9.0
203,203,beijing_meo,2018-02-09 03:00:00,2.1,1016.2,18.0,9.6,351.0,0.0
204,204,beijing_meo,2018-02-09 04:00:00,2.6,1016.7,13.0,10.0,358.0,0.0
205,205,beijing_meo,2018-02-09 05:00:00,2.9,1017.0,9.0,5.5,327.0,0.0
206,206,beijing_meo,2018-02-09 06:00:00,3.1,1017.2,9.0,5.1,336.0,0.0
207,207,beijing_meo,2018-02-09 07:00:00,3.6,1017.3,8.0,4.8,318.0,0.0
208,208,beijing_meo,2018-02-09 08:00:00,3.0,1018.3,6.0,7.4,352.0,0.0
209,209,beijing_meo,2018-02-09 09:00:00,1.7,1019.3,7.0,6.6,343.0,0.0
210,210,beijing_meo,2018-02-09 10:00:00,0.2,1021.1,8.0,7.9,334.0,0.0
211,211,beijing_meo,2018-02-09 11:00:00,-1.0,1022.9,10.0,6.1,331.0,0.0
212,212,beijing_meo,2018-02-09 12:00:00,-2.0,1025.4,12.0,5.0,339.0,0.0
213,213,beijing_meo,2018-02-09 13:00:00,-2.8,1025.8,13.0,4.9,325.0,0.0
214,214,beijing_meo,2018-02-09 14:00:00,-3.5,1026.1,15.0,2.3,350.0,0.0
215,215,beijing_meo,2018-02-09 15:00:00,-4.3,1026.5,16.0,2.8,11.0,0.0
216,216,beijing_meo,2018-02-09 16:00:00,-4.7,1026.8,17.0,2.4,10.0,0.0
217,217,beijing_meo,2018-02-09 17:00:00,-5.4,1027.3,18.0,1.8,5.0,0.0
218,218,beijing_meo,2018-02-09 18:00:00,-8.0,1027.1,22.0,0.0,999017.0,0.0
219,219,beijing_meo,2018-02-09 19:00:00,-9.6,1026.8,26.0,0.3,200.0,0.0
220,220,beijing_meo,2018-02-09 20:00:00,-10.2,1026.1,29.0,0.8,44.0,0.0
221,221,beijing_meo,2018-02-09 21:00:00,-8.6,1025.9,26.0,1.2,25.0,0.0
222,222,beijing_meo,2018-02-09 22:00:00,-6.2,1025.8,20.0,1.2,345.0,0.0
223,223,beijing_meo,2018-02-09 23:00:00,-8.3,1026.4,26.0,2.0,235.0,0.0
224,224,beijing_meo,2018-02-10 00:00:00,-7.5,1027.7,24.0,2.5,273.0,0.0
225,225,beijing_meo,2018-02-10 01:00:00,-5.2,1028.0,20.0,2.7,259.0,0.0
226,226,beijing_meo,2018-02-10 02:00:00,-3.1,1027.7,17.0,4.9,328.0,0.0
227,227,beijing_meo,2018-02-10 03:00:00,-3.0,1027.5,16.0,6.2,333.0,0.0
228,228,beijing_meo,2018-02-10 04:00:00,-2.6,1026.2,14.0,5.8,346.0,0.0
229,229,beijing_meo,2018-02-10 05:00:00,-2.6,1025.1,12.0,8.0,349.0,0.0
230,230,beijing_meo,2018-02-10 06:00:00,-1.8,1024.1,11.0,6.7,336.0,0.0
231,231,beijing_meo,2018-02-10 07:00:00,-1.6,1024.2,11.0,4.9,332.0,0.0
232,232,beijing_meo,2018-02-10 08:00:00,-1.4,1024.2,10.0,5.1,330.0,0.0
233,233,beijing_meo,2018-02-10 09:00:00,-2.0,1024.1,12.0,3.8,334.0,0.0
234,234,beijing_meo,2018-02-10 10:00:00,-2.6,1024.4,13.0,3.6,305.0,0.0
235,235,beijing_meo,2018-02-10 11:00:00,-3.1,1024.9,15.0,1.7,331.0,0.0
236,236,beijing_meo,2018-02-10 12:00:00,-3.6,1024.9,15.0,2.4,295.0,0.0
237,237,beijing_meo,2018-02-10 13:00:00,-4.5,1024.8,18.0,1.0,291.0,0.0
238,238,beijing_meo,2018-02-10 14:00:00,-5.1,1024.6,20.0,1.3,332.0,0.0
239,239,beijing_meo,2018-02-10 15:00:00,-6.1,1024.5,22.0,2.0,300.0,0.0
240,240,beijing_meo,2018-02-10 16:00:00,-3.4,1024.4,18.0,2.9,338.0,0.0
241,241,beijing_meo,2018-02-10 17:00:00,-3.6,1023.9,23.0,3.4,340.0,0.0
242,242,beijing_meo,2018-02-10 18:00:00,-4.0,1023.5,24.0,5.4,340.0,0.0
243,243,beijing_meo,2018-02-10 19:00:00,-4.6,1023.1,26.0,1.6,336.0,0.0
244,244,beijing_meo,2018-02-10 20:00:00,-4.7,1022.7,23.0,2.1,344.0,0.0
245,245,beijing_meo,2018-02-10 21:00:00,-5.2,1022.3,22.0,3.0,315.0,0.0
246,246,beijing_meo,2018-02-10 22:00:00,-4.7,1022.5,19.0,6.2,306.0,0.0
247,247,beijing_meo,2018-02-10 23:00:00,-5.3,1023.0,20.0,7.2,319.0,0.0
248,248,beijing_meo,2018-02-11 00:00:00,-5.4,1023.6,18.0,4.3,334.0,0.0
249,249,beijing_meo,2018-02-11 01:00:00,-5.1,1024.3,18.0,7.9,339.0,0.0
250,250,beijing_meo,2018-02-11 02:00:00,-5.0,1024.6,16.0,6.3,347.0,0.0
251,251,beijing_meo,2018-02-11 03:00:00,-4.8,1024.8,15.0,6.6,329.0,0.0
252,252,beijing_meo,2018-02-11 04:00:00,-4.1,1024.3,15.0,6.6,10.0,0.0
253,253,beijing_meo,2018-02-11 05:00:00,-3.3,1023.6,14.0,5.4,310.0,0.0
254,254,beijing_meo,2018-02-11 06:00:00,-2.6,1023.1,13.0,6.5,316.0,0.0
255,255,beijing_meo,2018-02-11 07:00:00,-2.3,1022.9,13.0,6.1,322.0,0.0
256,256,beijing_meo,2018-02-11 08:00:00,-1.8,1022.5,13.0,5.7,320.0,0.0
257,257,beijing_meo,2018-02-11 09:00:00,-1.7,1022.5,13.0,5.8,324.0,0.0
258,258,beijing_meo,2018-02-11 10:00:00,-2.2,1022.8,14.0,3.2,302.0,0.0
259,259,beijing_meo,2018-02-11 11:00:00,-2.2,1023.3,15.0,3.1,302.0,0.0
260,260,beijing_meo,2018-02-11 12:00:00,-2.2,1023.6,16.0,1.8,299.0,0.0
261,261,beijing_meo,2018-02-11 13:00:00,-2.2,1023.8,17.0,2.3,338.0,0.0
262,262,beijing_meo,2018-02-11 14:00:00,-2.1,1024.2,17.0,2.4,289.0,0.0
263,263,beijing_meo,2018-02-11 15:00:00,-1.8,1023.7,16.0,4.8,331.0,0.0
264,264,beijing_meo,2018-02-11 16:00:00,-2.2,1023.3,17.0,3.6,286.0,0.0
265,265,beijing_meo,2018-02-11 17:00:00,-2.4,1022.7,18.0,1.9,318.0,0.0
266,266,beijing_meo,2018-02-11 18:00:00,-2.4,1022.4,19.0,3.3,311.0,0.0
267,267,beijing_meo,2018-02-11 19:00:00,-4.3,1021.9,21.0,2.1,215.0,0.0
268,268,beijing_meo,2018-02-11 20:00:00,-5.9,1021.3,22.0,1.1,85.0,0.0
269,269,beijing_meo,2018-02-11 21:00:00,-2.2,1021.0,20.0,2.9,290.0,0.0
270,270,beijing_meo,2018-02-11 22:00:00,-2.5,1020.9,21.0,2.5,330.0,0.0
271,271,beijing_meo,2018-02-11 23:00:00,-2.2,1021.3,20.0,3.1,343.0,0.0
272,272,beijing_meo,2018-02-12 00:00:00,-2.6,1021.9,22.0,2.7,297.0,0.0
273,273,beijing_meo,2018-02-12 01:00:00,-0.4,1021.8,17.0,4.2,295.0,0.0
274,274,beijing_meo,2018-02-12 02:00:00,0.7,1021.6,16.0,7.0,304.0,0.0
275,275,beijing_meo,2018-02-12 03:00:00,1.8,1021.3,16.0,4.7,331.0,0.0
276,276,beijing_meo,2018-02-12 04:00:00,2.8,1020.3,15.0,6.1,320.0,0.0
277,277,beijing_meo,2018-02-12 05:00:00,4.1,1019.2,14.0,4.5,333.0,0.0
278,278,beijing_meo,2018-02-12 06:00:00,4.6,1018.3,13.0,3.7,278.0,0.0
