station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
aotizhongxin_aq,2018/2/2 15:00,13,21,18,0.5,61,15
aotizhongxin_aq,2018/2/2 16:00,12,23,24,0.5,53,11
aotizhongxin_aq,2018/2/2 17:00,13,21,45,0.5,28,9
aotizhongxin_aq,2018/2/2 18:00,9,21,55,0.4,18,7
aotizhongxin_aq,2018/2/2 19:00,11,23,53,0.4,18,7
aotizhongxin_aq,2018/2/2 20:00,10,19,46,0.5,26,8
aotizhongxin_aq,2018/2/2 21:00,8,23,40,0.5,29,8
aotizhongxin_aq,2018/2/2 22:00,7,22,34,0.5,39,10
aotizhongxin_aq,2018/2/2 23:00,10,21,33,0.4,39,7
aotizhongxin_aq,2018/2/3 0:00,8,22,41,0.4,31,6
aotizhongxin_aq,2018/2/3 1:00,8,18,26,0.4,49,4
aotizhongxin_aq,2018/2/3 2:00,9,15,29,0.4,48,4
aotizhongxin_aq,2018/2/3 3:00,11,16,21,0.5,58,5
aotizhongxin_aq,2018/2/3 4:00,5,16,15,0.4,64,5
aotizhongxin_aq,2018/2/3 5:00,5,13,7,0.3,74,3
aotizhongxin_aq,2018/2/3 6:00,4,13,7,0.3,75,4
aotizhongxin_aq,2018/2/3 7:00,8,21,7,0.3,75,3
aotizhongxin_aq,2018/2/3 8:00,10,24,7,0.2,75,2
aotizhongxin_aq,2018/2/3 9:00,6,22,8,0.2,75,2
aotizhongxin_aq,2018/2/3 10:00,7,19,12,0.3,72,2
aotizhongxin_aq,2018/2/3 11:00,4,20,13,0.3,70,3
aotizhongxin_aq,2018/2/3 12:00,7,20,14,0.2,70,2
aotizhongxin_aq,2018/2/3 13:00,4,15,12,0.2,70,2
aotizhongxin_aq,2018/2/3 14:00,5,15,11,0.2,69,2
aotizhongxin_aq,2018/2/3 15:00,4,11,9,0.2,71,3
aotizhongxin_aq,2018/2/3 16:00,5,11,15,0.2,64,2
aotizhongxin_aq,2018/2/3 17:00,5,11,22,0.2,55,2
aotizhongxin_aq,2018/2/3 18:00,7,12,36,0.3,38,5
aotizhongxin_aq,2018/2/3 19:00,7,14,48,0.5,24,9
aotizhongxin_aq,2018/2/3 20:00,9,13,69,0.5,6,9
aotizhongxin_aq,2018/2/3 21:00,9,14,55,0.4,16,7
aotizhongxin_aq,2018/2/3 22:00,6,15,48,0.4,21,6
aotizhongxin_aq,2018/2/3 23:00,9,15,48,0.4,21,5
aotizhongxin_aq,2018/2/4 0:00,19,30,63,0.6,7,8
aotizhongxin_aq,2018/2/4 1:00,23,36,49,0.6,24,8
aotizhongxin_aq,2018/2/4 2:00,28,37,41,0.7,36,9
aotizhongxin_aq,2018/2/4 3:00,25,37,31,0.6,50,11
aotizhongxin_aq,2018/2/4 4:00,32,42,27,0.6,59,23
aotizhongxin_aq,2018/2/4 5:00,30,40,28,0.6,61,30
aotizhongxin_aq,2018/2/4 6:00,30,48,25,0.6,68,25
aotizhongxin_aq,2018/2/4 7:00,30,50,23,0.5,71,14
aotizhongxin_aq,2018/2/4 8:00,28,51,23,0.5,70,8
aotizhongxin_aq,2018/2/4 9:00,25,51,27,0.4,66,8
aotizhongxin_aq,2018/2/4 10:00,26,50,36,0.5,57,6
aotizhongxin_aq,2018/2/4 11:00,28,63,67,0.7,20,7
aotizhongxin_aq,2018/2/4 12:00,23,53,50,0.7,28,8
aotizhongxin_aq,2018/2/4 13:00,20,40,52,0.6,26,7
aotizhongxin_aq,2018/2/4 14:00,19,37,49,0.6,30,7
aotizhongxin_aq,2018/2/4 15:00,8,29,13,0.3,70,4
aotizhongxin_aq,2018/2/4 16:00,5,24,13,0.2,69,2
aotizhongxin_aq,2018/2/4 17:00,3,18,12,0.2,70,2
aotizhongxin_aq,2018/2/4 18:00,3,17,17,0.2,63,3
aotizhongxin_aq,2018/2/4 19:00,4,18,13,0.2,68,3
aotizhongxin_aq,2018/2/4 20:00,4,19,16,0.2,,2
aotizhongxin_aq,2018/2/4 21:00,6,16,16,0.2,56,3
aotizhongxin_aq,2018/2/4 22:00,7,13,17,0.2,57,3
aotizhongxin_aq,2018/2/4 23:00,7,17,28,0.3,45,3
aotizhongxin_aq,2018/2/5 0:00,5,19,29,0.3,45,2
aotizhongxin_aq,2018/2/5 1:00,5,18,20,0.3,57,2
aotizhongxin_aq,2018/2/5 2:00,4,16,9,0.3,72,2
aotizhongxin_aq,2018/2/5 3:00,7,20,6,0.3,74,3
aotizhongxin_aq,2018/2/5 4:00,9,18,8,0.4,74,4
aotizhongxin_aq,2018/2/5 5:00,8,16,7,0.4,76,4
aotizhongxin_aq,2018/2/5 6:00,7,10,5,0.3,79,2
aotizhongxin_aq,2018/2/5 7:00,8,16,6,0.3,80,2
aotizhongxin_aq,2018/2/5 8:00,8,18,6,0.3,79,3
aotizhongxin_aq,2018/2/5 9:00,8,21,8,0.3,76,2
aotizhongxin_aq,2018/2/5 10:00,7,19,11,0.3,72,2
aotizhongxin_aq,2018/2/5 11:00,5,18,13,0.3,71,2
aotizhongxin_aq,2018/2/5 12:00,9,19,21,0.3,61,2
aotizhongxin_aq,2018/2/5 13:00,10,22,45,0.4,33,2
aotizhongxin_aq,2018/2/5 14:00,8,18,30,0.3,48,2
aotizhongxin_aq,2018/2/5 15:00,5,15,26,0.3,51,2
aotizhongxin_aq,2018/2/5 16:00,5,13,30,0.3,46,2
aotizhongxin_aq,2018/2/5 17:00,7,12,29,0.3,46,2
aotizhongxin_aq,2018/2/5 18:00,7,14,48,0.3,23,2
aotizhongxin_aq,2018/2/5 19:00,11,15,73,0.4,2,3
aotizhongxin_aq,2018/2/5 20:00,7,16,74,0.4,2,4
aotizhongxin_aq,2018/2/5 21:00,7,11,39,0.5,31,7
aotizhongxin_aq,2018/2/5 22:00,7,12,42,0.6,25,8
aotizhongxin_aq,2018/2/5 23:00,11,19,62,0.6,3,6
aotizhongxin_aq,2018/2/6 0:00,11,30,77,0.9,2,7
aotizhongxin_aq,2018/2/6 1:00,18,32,74,1.4,3,19
aotizhongxin_aq,2018/2/6 2:00,34,49,77,1.8,6,29
aotizhongxin_aq,2018/2/6 3:00,38,55,75,1.7,10,22
aotizhongxin_aq,2018/2/6 4:00,33,46,70,1.2,18,13
aotizhongxin_aq,2018/2/6 5:00,50,,60,1,36,16
aotizhongxin_aq,2018/2/6 6:00,72,,46,1,54,20
aotizhongxin_aq,2018/2/6 7:00,80,86,48,1.1,58,20
aotizhongxin_aq,2018/2/6 8:00,71,81,44,1,61,19
aotizhongxin_aq,2018/2/6 9:00,76,90,47,1.1,60,21
aotizhongxin_aq,2018/2/6 10:00,89,112,69,1.5,37,30
aotizhongxin_aq,2018/2/6 11:00,90,116,76,1.5,24,28
aotizhongxin_aq,2018/2/6 12:00,82,109,78,1.3,16,27
aotizhongxin_aq,2018/2/6 13:00,77,107,88,1.3,5,22
aotizhongxin_aq,2018/2/6 14:00,85,107,92,1.4,2,22
aotizhongxin_aq,2018/2/6 15:00,92,116,93,1.4,2,23
aotizhongxin_aq,2018/2/6 16:00,84,105,102,1.8,2,23
aotizhongxin_aq,2018/2/6 17:00,94,114,99,2.1,2,33
aotizhongxin_aq,2018/2/6 18:00,88,101,91,1.8,2,25
aotizhongxin_aq,2018/2/6 19:00,93,101,88,1.7,2,25
aotizhongxin_aq,2018/2/6 20:00,93,111,90,1.8,2,24
aotizhongxin_aq,2018/2/6 21:00,74,105,77,1.4,2,10
aotizhongxin_aq,2018/2/6 22:00,86,94,86,1.9,2,14
aotizhongxin_aq,2018/2/6 23:00,58,80,71,1.2,9,16
aotizhongxin_aq,2018/2/7 0:00,19,35,45,0.5,42,5
aotizhongxin_aq,2018/2/7 1:00,11,52,17,0.3,70,2
aotizhongxin_aq,2018/2/7 2:00,4,46,8,0.2,80,2
aotizhongxin_aq,2018/2/7 3:00,6,52,6,0.2,83,3
aotizhongxin_aq,2018/2/7 4:00,8,81,,,,
aotizhongxin_aq,2018/2/7 5:00,9,29,8,0.3,80,4
aotizhongxin_aq,2018/2/7 6:00,8,28,6,0.2,83,4
aotizhongxin_aq,2018/2/7 7:00,8,34,6,0.2,85,3
aotizhongxin_aq,2018/2/7 8:00,9,29,7,0.2,85,3
aotizhongxin_aq,2018/2/7 9:00,8,30,9,0.2,83,2
aotizhongxin_aq,2018/2/7 10:00,6,26,13,0.2,79,2
aotizhongxin_aq,2018/2/7 11:00,10,28,18,0.3,73,2
aotizhongxin_aq,2018/2/7 12:00,11,17,15,0.3,77,3
aotizhongxin_aq,2018/2/7 13:00,6,16,15,0.3,76,6
aotizhongxin_aq,2018/2/7 14:00,8,13,14,0.3,75,4
aotizhongxin_aq,2018/2/7 15:00,8,14,23,0.3,63,4
aotizhongxin_aq,2018/2/7 16:00,11,22,34,0.3,49,2
aotizhongxin_aq,2018/2/7 17:00,10,,37,0.3,44,2
aotizhongxin_aq,2018/2/7 18:00,10,13,32,0.3,47,2
aotizhongxin_aq,2018/2/7 19:00,6,11,41,0.3,34,2
aotizhongxin_aq,2018/2/7 20:00,9,14,71,0.4,2,3
aotizhongxin_aq,2018/2/7 21:00,9,15,68,0.4,2,3
aotizhongxin_aq,2018/2/7 22:00,12,23,76,0.5,2,4
aotizhongxin_aq,2018/2/7 23:00,14,30,82,0.7,2,6
aotizhongxin_aq,2018/2/8 0:00,61,79,76,1.5,2,7
aotizhongxin_aq,2018/2/8 1:00,76,89,75,1.6,2,9
aotizhongxin_aq,2018/2/8 2:00,94,104,80,1.9,4,10
aotizhongxin_aq,2018/2/8 3:00,117,,76,,8,9
aotizhongxin_aq,2018/2/8 4:00,133,,,2.1,,9
aotizhongxin_aq,2018/2/8 5:00,130,,77,2,13,
aotizhongxin_aq,2018/2/8 6:00,,8,47,1.2,60,14
aotizhongxin_aq,2018/2/8 7:00,33,91,36,1,74,12
aotizhongxin_aq,2018/2/8 8:00,50,113,31,0.9,78,12
aotizhongxin_aq,2018/2/8 9:00,53,119,34,0.8,73,16
aotizhongxin_aq,2018/2/8 10:00,57,119,40,0.9,64,16
aotizhongxin_aq,2018/2/8 11:00,61,123,50,1,50,15
aotizhongxin_aq,2018/2/8 12:00,58,127,59,1,39,12
aotizhongxin_aq,2018/2/8 13:00,90,146,98,1.8,7,13
aotizhongxin_aq,2018/2/8 14:00,106,133,101,2,5,16
aotizhongxin_aq,2018/2/8 15:00,105,140,101,2.2,6,28
aotizhongxin_aq,2018/2/8 16:00,103,134,96,2.2,6,29
aotizhongxin_aq,2018/2/8 17:00,101,134,89,2,5,27
aotizhongxin_aq,2018/2/8 18:00,97,110,88,2.1,5,28
aotizhongxin_aq,2018/2/8 19:00,90,108,86,1.8,4,24
aotizhongxin_aq,2018/2/8 20:00,91,102,86,1.7,4,19
aotizhongxin_aq,2018/2/8 21:00,77,100,79,1.4,4,16
aotizhongxin_aq,2018/2/8 22:00,77,101,81,1.3,4,15
aotizhongxin_aq,2018/2/8 23:00,74,108,82,1.3,4,16
aotizhongxin_aq,2018/2/9 0:00,75,123,84,1.5,5,21
aotizhongxin_aq,2018/2/9 1:00,74,146,76,1.5,10,20
aotizhongxin_aq,2018/2/9 2:00,59,180,53,0.8,35,10
aotizhongxin_aq,2018/2/9 3:00,36,168,18,0.3,74,4
aotizhongxin_aq,2018/2/9 4:00,17,155,8,0.2,86,2
aotizhongxin_aq,2018/2/9 5:00,14,127,7,0.2,87,2
aotizhongxin_aq,2018/2/9 6:00,6,82,7,0.2,85,2
aotizhongxin_aq,2018/2/9 7:00,9,87,6,0.2,86,3
aotizhongxin_aq,2018/2/9 8:00,13,126,7,0.2,84,2
aotizhongxin_aq,2018/2/9 9:00,16,166,7,0.2,86,2
aotizhongxin_aq,2018/2/9 10:00,9,137,7,0.2,84,2
aotizhongxin_aq,2018/2/9 11:00,11,107,7,0.2,82,2
aotizhongxin_aq,2018/2/9 12:00,10,91,9,0.2,74,2
aotizhongxin_aq,2018/2/9 13:00,10,62,10,0.2,72,2
aotizhongxin_aq,2018/2/9 14:00,11,48,11,0.2,68,2
aotizhongxin_aq,2018/2/9 15:00,11,36,9,0.3,70,4
aotizhongxin_aq,2018/2/9 16:00,14,32,11,0.3,68,5
aotizhongxin_aq,2018/2/9 17:00,9,30,11,0.3,68,5
aotizhongxin_aq,2018/2/9 18:00,8,23,14,0.3,65,6
aotizhongxin_aq,2018/2/9 19:00,11,25,11,0.3,68,6
aotizhongxin_aq,2018/2/9 20:00,9,17,21,0.3,,5
aotizhongxin_aq,2018/2/9 21:00,9,20,25,0.3,42,5
aotizhongxin_aq,2018/2/9 22:00,11,23,24,0.3,43,5
aotizhongxin_aq,2018/2/9 23:00,14,28,20,0.3,49,5
aotizhongxin_aq,2018/2/10 0:00,11,33,15,0.3,55,4
aotizhongxin_aq,2018/2/10 1:00,13,34,12,0.3,58,4
aotizhongxin_aq,2018/2/10 2:00,10,33,6,0.3,65,2
aotizhongxin_aq,2018/2/10 3:00,5,24,3,0.2,75,2
aotizhongxin_aq,2018/2/10 4:00,5,41,3,0.2,78,2
aotizhongxin_aq,2018/2/10 5:00,10,37,3,0.2,79,3
aotizhongxin_aq,2018/2/10 6:00,12,44,3,0.2,81,2
aotizhongxin_aq,2018/2/10 7:00,11,49,3,0.2,82,2
aotizhongxin_aq,2018/2/10 8:00,9,45,4,0.2,81,2
aotizhongxin_aq,2018/2/10 9:00,7,39,4,0.1,82,2
aotizhongxin_aq,2018/2/10 10:00,4,64,7,0.2,76,2
aotizhongxin_aq,2018/2/10 11:00,8,76,8,0.2,73,2
aotizhongxin_aq,2018/2/10 12:00,7,73,11,0.2,70,2
aotizhongxin_aq,2018/2/10 13:00,9,73,13,0.2,68,2
aotizhongxin_aq,2018/2/10 14:00,8,88,8,0.2,72,2
aotizhongxin_aq,2018/2/10 15:00,7,96,5,0.2,72,2
aotizhongxin_aq,2018/2/10 16:00,9,78,5,0.2,70,2
aotizhongxin_aq,2018/2/10 17:00,9,75,5,0.2,69,2
aotizhongxin_aq,2018/2/10 18:00,13,55,4,0.2,70,2
aotizhongxin_aq,2018/2/10 19:00,9,31,3,0.2,72,2
aotizhongxin_aq,2018/2/10 20:00,10,31,4,0.2,69,2
aotizhongxin_aq,2018/2/10 21:00,11,31,6,0.2,72,2
aotizhongxin_aq,2018/2/10 22:00,10,41,5,0.2,72,2
aotizhongxin_aq,2018/2/10 23:00,6,55,6,0.2,72,2
aotizhongxin_aq,2018/2/11 0:00,7,71,7,0.2,71,2
aotizhongxin_aq,2018/2/11 1:00,8,67,6,0.2,69,2
aotizhongxin_aq,2018/2/11 2:00,9,72,5,0.2,71,2
aotizhongxin_aq,2018/2/11 3:00,15,101,4,0.2,74,2
aotizhongxin_aq,2018/2/11 4:00,12,78,4,0.2,76,2
aotizhongxin_aq,2018/2/11 5:00,7,80,4,0.2,76,2
aotizhongxin_aq,2018/2/11 6:00,8,80,4,0.2,79,2
aotizhongxin_aq,2018/2/11 7:00,7,99,4,0.2,81,2
aotizhongxin_aq,2018/2/11 8:00,11,121,4,0.2,81,2
aotizhongxin_aq,2018/2/11 9:00,14,113,6,0.2,80,2
aotizhongxin_aq,2018/2/11 10:00,8,105,8,0.2,77,2
aotizhongxin_aq,2018/2/11 11:00,8,130,8,0.2,74,2
aotizhongxin_aq,2018/2/11 12:00,11,150,8,0.2,72,2
aotizhongxin_aq,2018/2/11 13:00,14,193,6,0.2,71,2
aotizhongxin_aq,2018/2/11 14:00,15,254,6,0.2,69,2
aotizhongxin_aq,2018/2/11 15:00,13,176,5,0.2,70,2
aotizhongxin_aq,2018/2/11 16:00,12,134,5,0.2,68,2
aotizhongxin_aq,2018/2/11 17:00,12,133,6,0.2,66,2
aotizhongxin_aq,2018/2/11 18:00,9,107,7,0.2,66,2
aotizhongxin_aq,2018/2/11 19:00,9,74,5,0.2,70,2
aotizhongxin_aq,2018/2/11 20:00,13,75,4,0.2,72,2
aotizhongxin_aq,2018/2/11 21:00,,,,,,
aotizhongxin_aq,2018/2/11 22:00,6,94,4,0.2,72,2
aotizhongxin_aq,2018/2/11 23:00,6,77,6,0.2,70,2
aotizhongxin_aq,2018/2/12 0:00,6,62,8,0.2,70,2
aotizhongxin_aq,2018/2/12 1:00,4,46,7,0.2,73,2
aotizhongxin_aq,2018/2/12 2:00,6,32,6,0.2,76,2
aotizhongxin_aq,2018/2/12 3:00,7,29,4,0.2,79,2
aotizhongxin_aq,2018/2/12 4:00,4,29,3,0.2,81,2
aotizhongxin_aq,2018/2/12 5:00,10,22,3,0.2,83,2
aotizhongxin_aq,2018/2/12 6:00,7,19,4,0.2,85,2
aotizhongxin_aq,2018/2/12 7:00,7,22,4,0.2,85,2
aotizhongxin_aq,2018/2/12 8:00,9,33,12,0.3,82,8
aotizhongxin_aq,2018/2/12 9:00,14,36,14,0.3,81,7
aotizhongxin_aq,2018/2/12 10:00,14,43,21,0.3,71,3
aotizhongxin_aq,2018/2/12 11:00,12,48,30,0.3,60,20
aotizhongxin_aq,2018/2/12 12:00,13,37,34,0.4,53,12
aotizhongxin_aq,2018/2/12 13:00,19,43,35,0.4,51,4
aotizhongxin_aq,2018/2/12 14:00,18,50,44,0.5,38,6
aotizhongxin_aq,2018/2/12 15:00,28,60,72,0.8,2,7
aotizhongxin_aq,2018/2/12 16:00,25,49,75,0.9,2,6
aotizhongxin_aq,2018/2/12 17:00,27,56,75,1,2,5
aotizhongxin_aq,2018/2/12 18:00,29,53,76,0.9,2,7
aotizhongxin_aq,2018/2/12 19:00,33,55,70,1,2,8
aotizhongxin_aq,2018/2/12 20:00,22,54,40,0.7,,6
aotizhongxin_aq,2018/2/12 21:00,22,32,54,0.8,8,6
aotizhongxin_aq,2018/2/12 22:00,18,40,52,0.8,8,5
aotizhongxin_aq,2018/2/12 23:00,14,39,51,0.8,9,9
aotizhongxin_aq,2018/2/13 0:00,17,44,40,0.6,24,5
aotizhongxin_aq,2018/2/13 1:00,22,47,43,0.8,23,7
aotizhongxin_aq,2018/2/13 2:00,40,65,54,1.1,18,12
aotizhongxin_aq,2018/2/13 3:00,50,75,60,1.2,21,16
aotizhongxin_aq,2018/2/13 4:00,70,89,69,1.4,25,18
aotizhongxin_aq,2018/2/13 5:00,79,92,69,1.4,37,20
aotizhongxin_aq,2018/2/13 6:00,82,85,71,1.4,43,19
aotizhongxin_aq,2018/2/13 7:00,82,95,75,1.4,44,18
aotizhongxin_aq,2018/2/13 8:00,90,97,74,1.4,52,20
aotizhongxin_aq,2018/2/13 9:00,90,94,70,1.2,58,20
aotizhongxin_aq,2018/2/13 10:00,85,97,80,1.2,42,21
aotizhongxin_aq,2018/2/13 11:00,102,114,105,1.6,10,17
aotizhongxin_aq,2018/2/13 12:00,102,117,116,1.7,2,15
aotizhongxin_aq,2018/2/13 13:00,117,125,116,2.1,2,37
aotizhongxin_aq,2018/2/13 14:00,130,136,115,2.9,2,74
aotizhongxin_aq,2018/2/13 15:00,122,139,115,2.6,2,47
aotizhongxin_aq,2018/2/13 16:00,114,140,116,2.8,2,38
aotizhongxin_aq,2018/2/13 17:00,116,129,112,2.7,2,30
aotizhongxin_aq,2018/2/13 18:00,84,99,97,1.7,2,16
aotizhongxin_aq,2018/2/13 19:00,44,67,56,0.9,30,7
aotizhongxin_aq,2018/2/13 20:00,18,57,22,0.5,59,3
aotizhongxin_aq,2018/2/13 21:00,7,53,9,0.2,81,2
aotizhongxin_aq,2018/2/13 22:00,3,24,9,0.2,85,2
aotizhongxin_aq,2018/2/13 23:00,4,29,12,0.3,79,2
aotizhongxin_aq,2018/2/14 0:00,3,24,12,0.2,79,2
aotizhongxin_aq,2018/2/14 1:00,5,44,14,0.3,,2
aotizhongxin_aq,2018/2/14 2:00,5,26,,,66,
aotizhongxin_aq,2018/2/14 3:00,9,17,9,0.4,80,3
aotizhongxin_aq,2018/2/14 4:00,10,22,15,0.3,74,3
aotizhongxin_aq,2018/2/14 5:00,10,19,22,0.3,69,3
aotizhongxin_aq,2018/2/14 6:00,11,13,17,0.3,75,3
aotizhongxin_aq,2018/2/14 7:00,6,19,23,0.3,71,3
aotizhongxin_aq,2018/2/14 8:00,12,21,24,0.3,71,3
aotizhongxin_aq,2018/2/14 9:00,12,27,27,0.2,68,3
aotizhongxin_aq,2018/2/14 10:00,11,18,25,0.2,69,3
aotizhongxin_aq,2018/2/14 11:00,8,22,22,0.2,71,3
aotizhongxin_aq,2018/2/14 12:00,12,32,33,0.4,58,6
aotizhongxin_aq,2018/2/14 13:00,17,34,32,0.5,59,11
aotizhongxin_aq,2018/2/14 14:00,11,20,20,0.3,72,5
aotizhongxin_aq,2018/2/14 15:00,10,17,13,0.2,78,5
aotizhongxin_aq,2018/2/14 16:00,8,19,14,0.2,75,3
aotizhongxin_aq,2018/2/14 17:00,8,17,16,0.3,70,
aotizhongxin_aq,2018/2/14 18:00,11,17,16,,68,
aotizhongxin_aq,2018/2/14 19:00,6,17,11,,71,2
aotizhongxin_aq,2018/2/14 20:00,7,16,,0.3,69,2
aotizhongxin_aq,2018/2/14 21:00,5,17,,0.2,68,2
aotizhongxin_aq,2018/2/14 22:00,6,17,10,0.2,70,2
aotizhongxin_aq,2018/2/14 23:00,7,14,21,0.2,60,2
aotizhongxin_aq,2018/2/15 0:00,8,18,23,0.2,57,2
aotizhongxin_aq,2018/2/15 1:00,6,26,18,0.3,61,3
aotizhongxin_aq,2018/2/15 2:00,13,22,22,1,58,3
aotizhongxin_aq,2018/2/15 3:00,12,14,23,0.4,61,3
aotizhongxin_aq,2018/2/15 4:00,,,,,,
aotizhongxin_aq,2018/2/15 5:00,15,,23,0.4,70,6
aotizhongxin_aq,2018/2/15 6:00,26,,14,0.4,85,6
aotizhongxin_aq,2018/2/15 7:00,37,42,13,0.4,94,10
aotizhongxin_aq,2018/2/15 8:00,50,56,15,0.5,101,15
aotizhongxin_aq,2018/2/15 9:00,52,61,17,0.5,99,13
aotizhongxin_aq,2018/2/15 10:00,52,66,21,0.5,94,17
aotizhongxin_aq,2018/2/15 11:00,63,81,26,0.6,90,25
aotizhongxin_aq,2018/2/15 12:00,78,91,29,0.8,86,16
aotizhongxin_aq,2018/2/15 13:00,109,118,43,1,72,22
aotizhongxin_aq,2018/2/15 14:00,195,202,50,1.3,67,41
aotizhongxin_aq,2018/2/15 15:00,278,284,59,1.3,51,49
aotizhongxin_aq,2018/2/15 16:00,183,204,85,1.4,10,47
aotizhongxin_aq,2018/2/15 17:00,178,191,78,1.6,14,52
aotizhongxin_aq,2018/2/15 18:00,226,248,56,1.4,31,57
aotizhongxin_aq,2018/2/15 19:00,298,320,51,1.5,35,70
aotizhongxin_aq,2018/2/15 20:00,263,295,42,1.2,43,57
aotizhongxin_aq,2018/2/15 21:00,214,230,39,1,44,42
aotizhongxin_aq,2018/2/15 22:00,145,172,39,1.1,38,35
aotizhongxin_aq,2018/2/15 23:00,126,145,44,1,31,31
aotizhongxin_aq,2018/2/16 0:00,78,112,28,0.7,51,18
aotizhongxin_aq,2018/2/16 1:00,34,57,16,0.4,68,10
aotizhongxin_aq,2018/2/16 2:00,17,34,8,0.4,81,9
aotizhongxin_aq,2018/2/16 3:00,16,21,6,0.3,85,6
aotizhongxin_aq,2018/2/16 4:00,14,24,5,0.3,89,5
aotizhongxin_aq,2018/2/16 5:00,17,27,5,0.2,93,5
aotizhongxin_aq,2018/2/16 6:00,12,20,4,0.2,97,4
aotizhongxin_aq,2018/2/16 7:00,11,17,4,0.2,99,3
aotizhongxin_aq,2018/2/16 8:00,11,18,5,0.2,102,3
aotizhongxin_aq,2018/2/16 9:00,7,16,5,0.2,102,3
aotizhongxin_aq,2018/2/16 10:00,6,20,9,0.2,97,2
aotizhongxin_aq,2018/2/16 11:00,7,26,20,0.3,82,2
aotizhongxin_aq,2018/2/16 12:00,13,25,32,0.3,66,3
aotizhongxin_aq,2018/2/16 13:00,17,33,33,0.3,62,3
aotizhongxin_aq,2018/2/16 14:00,18,36,50,0.4,42,4
aotizhongxin_aq,2018/2/16 15:00,29,47,41,0.5,49,9
aotizhongxin_aq,2018/2/16 16:00,42,63,42,0.6,46,10
aotizhongxin_aq,2018/2/16 17:00,55,81,48,0.7,30,
aotizhongxin_aq,2018/2/16 18:00,130,130,43,,23,
aotizhongxin_aq,2018/2/16 19:00,84,116,39,,25,7
aotizhongxin_aq,2018/2/16 20:00,71,88,,0.9,32,6
